name,type,value,date
湖北,,9.110942011,2014
湖南,,9.020033877,2014
广东,,9.282643943,2014
广西,,8.749432121,2014
海南,,9.098447114,2014
重庆,,8.955508748,2014
四川,,8.347598253,2014
贵州,,8.092087466,2014
云南,,7.78661413,2014
西藏,,4.221937687,2014
陕西,,9.139581188,2014
甘肃,,8.321156926,2014
青海,,8.041383989,2014
宁夏,,8.548399842,2014
新疆,,9.18006205,2014
全国,,9.076923306,2015
北京,,12.14643293,2015
天津,,10.49582377,2015
河北,,8.988104428,2015
山西,,9.56493074,2015
内蒙古,,9.28925436,2015
辽宁,,9.776746844,2015
吉林,,9.340247869,2015
黑龙江,,9.318429731,2015
上海,,10.91565636,2015
江苏,,9.441929741,2015
浙江,,8.913815503,2015
安徽,,8.740877019,2015
福建,,8.823247576,2015
江西,,8.821676046,2015
山东,,8.979789701,2015
河南,,8.782216986,2015
湖北,,9.282187207,2015
湖南,,9.248789771,2015
广东,,9.437733086,2015
广西,,8.639726815,2015
海南,,9.142676699,2015
重庆,,8.883712136,2015
四川,,8.395484698,2015
贵州,,7.74061475,2015
云南,,8.009540533,2015
西藏,,5.300056647,2015
陕西,,9.513343142,2015
甘肃,,8.38881923,2015
青海,,7.473942374,2015
宁夏,,8.821183232,2015
新疆,,9.027499242,2015
全国,,9.078264437,2016
北京,,12.38909476,2016
天津,,10.69058947,2016
河北,,8.920444337,2016
山西,,9.638303731,2016
内蒙古,,9.594184703,2016
辽宁,,9.917205066,2016
吉林,,9.465187557,2016
黑龙江,,9.319133083,2016
上海,,11.00959842,2016
江苏,,9.440503233,2016
浙江,,9.056359724,2016
安徽,,8.517775979,2016
福建,,8.674952843,2016
江西,,8.704469684,2016
山东,,8.972128138,2016
河南,,8.765971007,2016
湖北,,9.244261369,2016
湖南,,9.298969849,2016
广东,,9.550054011,2016
广西,,8.718630048,2016
海南,,9.066789825,2016
重庆,,9.00531407,2016
四川,,8.254631545,2016
贵州,,7.730163404,2016
云南,,7.954427295,2016
西藏,,5.0625,2016
陕西,,9.207568002,2016
甘肃,,8.398434825,2016
青海,,7.746343593,2016
宁夏,,9.080422265,2016
新疆,,9.029413391,2016
全国,,9.209947187,2017
北京,,12.66511294,2017
天津,,11.00988305,2017
河北,,9.085842141,2017
山西,,9.862093056,2017
内蒙古,,9.524502297,2017
辽宁,,9.927868188,2017
吉林,,9.506229508,2017
黑龙江,,9.363218771,2017
上海,,11.40609756,2017
江苏,,9.439000048,2017
浙江,,9.127498465,2017
安徽,,8.557741786,2017
福建,,9.082579765,2017
江西,,8.716377858,2017
山东,,9.061354938,2017
河南,,8.894225342,2017
湖北,,9.345668666,2017
湖南,,9.395750611,2017
广东,,9.696874557,2017
广西,,8.714449385,2017
海南,,9.415845824,2017
重庆,,9.136028016,2017
四川,,8.497601639,2017
贵州,,8.093306664,2017
云南,,8.126672687,2017
西藏,,5.576953748,2017
陕西,,9.242388242,2017
甘肃,,8.597191206,2017
青海,,7.967434648,2017
宁夏,,9.127998465,2017
新疆,,9.457964602,2017
