name,Type,value,date
"Kadena AB, Okinawa",KB-50,12,1962
"Near Brasilia, Brazil",Convair CV-240-2,1,1962
"Rotterdam, The Netherlands",Channel Air Bridge,1,1962
"Monte Renosa, Corsica, France",Boeing B307-1 Stratoliner,25,1962
"Grand Isle, Louisana",Bell 74G,2,1964
"Barter Island, Alaska",Beech AT-11,5,1963
"Sao Paulo, Brazil",Convair CV-240-0,13,1963
"Great Salt Lake, Utah",Fairchild F-27,3,1963
"Kotzebue, Alaska",Curtiss C-46F,1,1963
"Kansas City, Missouri",Vickers Viscount 812,8,1963
"Off Patuxent River, Maryland",Lockheed P-3A Orion,14,1963
"Ankara, Turkey",Vickers Viscount 754D,17,1963
"San Francisco, California",Lockheed 1049H Super Constellation,3,1963
"Syktyvkar ,Russia",Antonov An-10A,7,1963
"Near Miami, Florida",Boeing B-720-051B,43,1963
"Boston, Massachusetts",Douglas DC-7,0,1963
"Near Davao City, Philippines",Douglas DC-3,27,1963
"Camden, Tennesee",Piper PA-24-250 Comanche,4,1963
"Near Karai, Iran",Avro 685 York C1,4,1963
"Near Charana, Bolivia",Douglas DC-6B,41,1963
"Monte Matto, Italy",de Havilland Comet 4C,18,1963
"Misaki Mountain, Japan",H-21B,10,1963
"Angelholm, Sweden",Convair CV-440,31,1964
"Near Sora, Italy",Douglas DC-3,11,1963
"Oslo, Norway",Vickers Viscount 759D,12,1963
"Near Buca, Cameroon",Douglas DC-6B,55,1963
"Sao Paulo, Brazil",Convair CV-340-59,37,1963
"Near Ayayda, Egypt",Douglas DC-3,34,1963
"PacifiOcean, 116 miles WSW of Annette Island, Alaska",Douglas DC-7CF,101,1963
"Sama, India",Douglas C-47,29,1963
"Yunnan, Burma",Douglas DC-3,20,1963
"Bekkessamson, Romainia",VEB 14P,31,1963
"Near Aysen, Chile",Douglas C-47A,19,1963
"Nar Augustdorf, West Germany",Fairchild C-119,38,1963
"Detmold, Germany",Kaiser-Fraser C-119G,38,1963
"Passo Fundo, Brazil",Douglas DC-3,15,1963
"Rochester, New York",Martin 404,7,1963
"Mt. Ngatamahinerua, New Zealand",Douglas DC-3,23,1963
"Near Irkutsk, Russia",Tupolev TU-104B,35,1963
"Farafangana, Madagascar",Douglas C-47,6,1963
"Pak Tha, Laos",Curtiss C-46F,6,1963
"Off Bandra, Maharashtra, India",de Havilland Comet 4C,63,1963
"Wemmershoek Mountains, South Africa",Avro Shackleton MR3,13,1963
"Lyon, France",Vickers Viscount 708,20,1963
"Near Great Falls, Montana",Curtiss C-46F-1-CU,1,1963
"Hachijo-Jima Island, Japan",de Havilland DH-114 Heron,19,1963
"Near Leningrad , Russia",Tupelov Tu-124,0,1963
"Off Miami, Florida",Boeing KC-135A / Boeing KC-135A,16,1963
"Durrenasch, Aargau, Switzerland",Sud-Aviation Caravelle III,80,1963
"Perpignan, France",Vickers Viking 1B,40,1963
"Near Patti, India",Vickers Viscount 768D,18,1963
"Off Dover, Deleware",Douglas C-133A,10,1963
"Near Marseilles, France",Douglas C-74,6,1963
"Jamaica, New York",Boeing Vetrol 107 II helicopter,6,1963
"Near Aswan, Egypt",Antonov AN-12,31,1963
"Hayes Island, Russia",Ilyushin IL-14,5,1963
"Near Tisbury, England",BAC One-Eleven 200AB,7,1963
"Mariehamn, Aaland Island, Finland",Douglas DC-3,22,1963
"Ste. Therese de Blainville, Canada",McDonnell Douglas DC-8F-54F,118,1963
"Near Nederland, Colorado",Curtis C-46A-20-CU,3,1963
"Elkton, Maryland",Boeing B-707-121,81,1963
"Gazni, Afghanistan",Douglas C-54A,3,1963
"Cairo, Egypt",Vickers 634 Viking 1B,6,1963
"Los Angeles, California",Douglas DC-6B,0,1963
"Zarate, Argentina",Douglas DC-3,28,1964
"Prescott, Arizona",Piper PA-23,2,1964
"Near Ankara, Turkey",Douglas C-47A,3,1964
"Gainsville, Florida",Beech D18S,10,1964
"Yacuiba, Bolivia",Douglas DC-3,2,1964
"Freeport, Bahamas",Piper PA-23,4,1964
"Detroit, Michigan",Piper Aero Commander 560E,4,1964
"Banihal Pass, India",Ilyushin IL-14,13,1964
"Marawi, Philippines",Douglas DC-3,31,1964
"Barrackpore, India",Fairchild C-119,22,1964
"Near Forsyth, Montana",Beechcraft C35,2,1964
"Lake Pontchartrain, New Orleans, Louisiana",McDonnell Douglas DC-8-21,58,1964
"Oita, Japan",Convair CV-240-0,20,1964
"Near Innsbruck, Austria",Bristol Britannia 312,83,1964
"Near Zephyr Cove, Nevada",Lockheed 049 Constellation,85,1964
"Bogota, Colombia",Douglas DC-3,28,1964
Near Chicago Illinois,Douglas DC-3,1,1964
"Boston, Massachutes",Douglas DC-4,3,1964
"Miles City, Montana",Douglas DC-3C,5,1964
"Near Danbury, North Carolina",Piper PA-23,3,1964
"Mt. Vesuvius, Italy",Vickers Viscount 785D,45,1964
North PacifiOcean,Douglas C-54A-10-DC,9,1964
"Hargeisa, Somalia",Douglas DC-3,15,1964
"Dahran, Saudi Arabia",Sud Aviation Caravelle 3,49,1964
"Elim, Alaska",Cessna 185,2,1964
"San Ramon, California",Fairchild F-27A,44,1964
"Cerro El Gaital, Panama",Douglas C-54,10,1964
"Near Lima, Peru",Douglas C-54,46,1964
"Papanga, Philippines",Boeing C-135B,79,1964
"Sibuco Point ,Philippines",de Havilland Canada DHC-3 Otter,11,1964
,Douglas C-47-DL,3,1964
"Mason, Texas",Piper PA-24,3,1964
,Douglas C-47A,2,1964
"Southhampton, Massachusetts",Aero Commander 680,2,1964
"Taichung, Taiwan",Curtiss C-46-CU,57,1964
"Off Palma de Mallorca, Spain",Douglas DC-3,1,1964
"Martinsville, Virginia",Lockheed 12A,5,1964
"Knoxville, Tennessee",Caravelle VIR,1,1964
"Rome, Italy",Boeing B-707-331,50,1964
"Parrottsville, Tennesee",Vickers Viscount 745D,39,1964
"Reno, Nevada",Piper PA-28,3,1964
"Richmond, Virginia",Douglas DC-7B,0,1964
"Near Nashville, Tennesee",Beechcraft 35-B33 Debonair,2,1964
"Willow, Alaska",Piper PA-18,3,1964
"East Falmouth, Massachusetts",Piper PA-23,2,1964
Near Tipuani (Bolivia,Douglas C-47A-25-DK,4,1964
"Island of Sakhalin, Russia",Ilyushin IL-18B,87,1964
"Pico da Caledonia, Brazil",Vickers Viscount 710C,39,1964
"Near Vaong Nong, Thailand",Douglas C-47,28,1964
"Near Condoto, Colombia",Douglas C-47A,2,1964
"Near Trevelez, Granada, Spain",Douglas DC-6B,80,1964
"Addis Ababa, Ethiopia",Lockheed L-749A-79 Constellation,1,1964
"Near Sibiu, Romania",Ilyushin IL-14,32,1964
"Crown King, Arizona",Hughes 269B,2,1964
"Near Belgrade, Yugoslavia",Ilyushin IL-18,33,1964
"Branson, Colorado",Beechcraft C45G,5,1964
"Las Vegas, Nevada",Fairchild F-27A,29,1964
"Off Argentia, Newfoundland, Canada",Lockheed P-3A,10,1964
"Bao Trai, Vietnam",Beechcraft C-45H,3,1965
"Leopoldville, Zaire",Douglas DC-4,6,1964
"Fayetteville, Arkansas",Cessna 206,4,1964
"Tripuani, Bolivia",Douglas DC-3,17,1964
"Near Da Nang, South Vietnam",Fairchild C-123,38,1964
"Near Kaliba, Philippines",Douglas DC-3,1,1964
"Yurimaguas, Peru",Douglas DC-3,1,1964
"Near San Francisco, California",Lockheed L-1049H Super Constellation,3,1964
"Near Turrialba, Costa Rica",Curtiss C-46,5,1964
"Detroit, Michigan",Curtis C-46A,4,1964
"Kla City, Oklohoma",Cessna 182B,3,1965
"Fairbanks, Alaska",Cessna 180E,2,1965
"Wichita, Kansas",Boeing KC-135A,17,1965
"Near Durango, Mexico",Curtiss C-46,10,1965
Mt. Helmos. Greece,Douglas C-124C,10,1965
"Garoua, Cameroon",Curtiss C-46A,4,1965
"San Jose Volcano, Chile",Douglas DC-6B,87,1965
"Off Jones Beach, New York, New York",Douglas DC-7B,84,1965
"Miami, Florida",Curtiss C-46A,2,1965
"Mt. Nakanoone, Japan",Douglas DC-3,2,1965
"South Beach, New York",Beechcraft B-35,2,1965
"Fort Smith AFB, Oklahoma",Lockheed C-130E Hercules,7,1973
"Libmanan, Philippines",Douglas DC-3,10,1965
"Kuybyshev,  Russia",Tupolev TU-124,25,1965
"Musquodoboit, Canada",Handley Page HPR-7 Herald 211,8,1965
"Sugar Loaf Mountain, Colombia",Douglas C-47,28,1965
"Off San Juan, Puerto Rico",Canadair CP-107 MK-2,16,1965
"Lowery Pass, Pakistan",Douglas C-47,22,1965
"Off Tangiers, Morocco",Convair CV-440-62,50,1965
"Bellfontaine, Ohio",Beech C-45H,2,1965
"Near Damascus, Syria",Handley Page Dart Herald 207,54,1965
"Jersey, UK",Douglas C-47B,26,1965
"Johnstown, Pennsylvania",Piper PA-24,2,1965
"Near Seattle, Washington",Douglas DC-6A,5,1965
,Lockheed 1049G-55 Super Constellation,30,1965
"Cairo, Egypt",Boeing B-720-040B,119,1965
"Near Colombus, Georgia",Bell UH-1D / Bell UH1D (helicopters),18,1965
"Near Santa Ana, California",Boeing C-135A,85,1965
"San Francisco, California",Boeing B-707-321B,0,1965
"Kansas City, Missouri",Boeing B-707-124,0,1965
"Near Patian, Pakistan",Fokker F-27 Friendship 200,4,1965
"Near Oxford, England",Handley Page Hastings C Mark 1,41,1965
"Cairo, Egypt",Antonov AN-12,30,1965
"Dog Creek, British Columbia, Canada",Douglas DC-6B,52,1965
"Off Nantucket, Massachusetts",EC-121H (Super Constellation),16,1965
"St. Thomas, Virgin Islands",de Havilland 106A,8,1965
"Off Choushi, Japan",Lockheed P2V-7,11,1965
"Near Libacao, Philippines",Douglas C-47,37,1965
"Panama City, Panama",Douglas C-54D,7,1965
"Near Cuiaba, Brazil",Curtiss C-46A,13,1965
"Lake Michigan, near Chicago, Illinois",Boeing B-727-22,30,1965
"Jeuk, Belgium",Vickers 804 Viscount,4,1965
Hong Kong,Lockheed KC-130F,59,1965
"Lake Tustumena, Alaska",Aero Commander 680,4,1965
"Near La Carlota, Phillipines",Douglas DC-3A,11,1965
"Gore, Ethiopia",Douglas DC-3,17,1965
"Near Pastaza, Ecuador",Transportes A¨¦reos Orientales,9,1965
"Quang Ngai, South Vietnam",Douglas DC-3,38,1965
"Montserrat, Antigua",Boeing B-707-121B,30,1965
"Santiago, Chili",Douglas C-47,10,1975
"Bucaramanga, Colombia",Douglas DC-3 / Piper PA-18A,19,1965
"Mohanbari, India",Douglas C-47A,8,1965
"Near Hanoi, Vietnam",Boeing 307 Stratoliner B-1,13,1965
"Near Manila, Philippines",Douglas DC-3,1,1965
"London, England",Vickers Vanguard 951,36,1965
"Obock, French Somaliland",Douglas C-47A,30,1965
Off Northern Panama,Douglas C-54,68,1965
"Near Boqueron, Colombia",Douglas C-47DL,30,1965
"Cincinnati Airport, near Covington, Kentucky",Boeing B-727-23,58,1965
"Murmansk, Russia",Tupolev TU-124,32,1965
"Salt Lake City, Utah",Boeing B-727-22,43,1965
"Maui, Hawaii",Beechcraft C-45H,2,1965
"Near Palm Springs, California",Learjet 23,8,1965
"Salt Lake City , Utah",Douglas C-53-DO (DC-3A),13,1965
"Carmel, New York",Boeing B-707-131B / L1049C Constellation,4,1965
"Cerro el Planchon, Chile",Curtiss C-46D,8,1966
"Tenerife, Canary Islands",Douglas DC-3,32,1965
"Near Tuy Hoa, South Vietnam",Fairchild C-123C,85,1965
"Kingman, Arizona",Cessna 120,2,1965
"Legaspi, Philippines",Douglas DC-3A,2,1965
"Redericksburg, Texas",Beechcraft G35,3,1965
"Near Palembang, Sumarta, Indonesia",Douglas DC-3 / Douglas DC-3,34,1966
"Off Cartagena, Colombia",Douglas DC-6-54B,56,1966
"Port-au-Prince, Haiti",Douglas DC-3,30,1966
"Mont Blanc, French Alps, Switzerland",Boeing B-707-437,117,1966
"Near Binh Khe, South Vietnam",Fairchild C-123B,46,1966
"Erie, Pennsylvania",Beechcraft B95A,3,1966
"Bremen, Germany",Convair CV-440-0,46,1966
"Tokyo Bay, Japan",Boeing B-727-81,133,1966
"Srinagar, India",Fokker F-27 Friendship 200,37,1966
"Mattoon, Illinois",Beechcraft D35,2,1966
"Delh, India",Sud Aviation SE-210 Caravelle VIN,2,1966
"Near Milan, Italy",Douglas DC-6B,4,1966
"Near Tokyo, Japan",McDonnell Douglas DC-8-43,64,1966
"Hideaway Park, Colorado",de Havilland 104-6A,3,1966
"Near Gotemba City, Mt. Fuji, Japan",Boeing B-707-436,124,1966
"Santa Cruz Island, California",Piper PA-32,6,1966
"Reef Island, Alaska",Grumman G-21A,6,1966
"Athens, Greece",Douglas DC-6A,5,1966
"Cairo, Egypt",Antonov AN-24B,30,1966
"Asuncion, Paraguay",Curtiss C-46F,2,1966
"Princeston, West Virginia",Cessna 172D,2,1966
"Off San Diego, California",Lockheed P-3A Orion,11,1966
"Sam Neua, Laos",Douglas C-47A,2,1966
"Near Ardmore, Oklahoma",Lockheed 188C Electra,83,1966
"Tomas, Peru",Lockheed 749A Constellation,49,1966
"Near Di Linh, South Vietnam",Boeing CH47A (helicopter),20,1966
"Neah Bay, Washington",Cessna 180,2,1966
"Okinawa, Japan",Boeing KC-135A,11,1966
"Near Columbia City, Indiana",Curtiss C-46A,3,1966
"Montreal, Quebec, Canada",Curtiss C-46E,2,1966
"Long Beach, Mississippi",Douglas DC-3,2,1966
"Ashland, Alabama",Piper PA-23,4,1966
"Sagalyan, Philippines",Douglas DC-3,24,1966
"Auckland, New Zealand",Douglas DC-8-52,2,1966
"Near Munster, Indiana",Beechcraft H50,4,1966
"Benito, Bolivia",Curtiss C-46D,3,1966
"Near Falls City, Nebraska",BAC One-Eleven 203AE,42,1966
"Near Sibiu, Romania",Ilyushin IL-14,24,1966
"Near Acapulco, Mexico",Douglas DC-8-51,6,1966
"Anchorage, Alaska",Beech C-18S,4,1966
"Hebron, Ohio",Cessna 310C,6,1966
"Near Da Nang, South Vietnam",Chance Vought F-8E,0,1966
"Puertos Lobos, Argentina",Curtiss C-46F-1-CU,1,1966
"Near Juneau, Alaska",Grumman G-21 Goose,9,1966
"Near Ljubljana, Slovenia, Yugoslavia",Bristol Britannia 102,98,1966
"Mumbai, Indian",Sud Aviation SE-210 Caravelle,4,1966
"Off Puertito de Sausal, Spain",Douglas DC-3,1,1966
"Winton, Australia",Vickers Viscount 832,24,1966
"Bogota, Colombia",Douglas DC-4,2,1966
"Near Wemme, Oregon",McDonnell Douglas DC-9-14,18,1966
"An Khe, Vietnam",de Havilland Canada CV-2B Caribou,14,1966
"Off Morgan City, Louisiana",Bell 204B helicopter,11,1966
"Near Sukhumi, Georgia, USSR",Antonov AN-24,38,1975
"Dowagiac, Michigan",Piper PA-32,6,1966
"Heflin, Alabama",Beech D18S,2,1966
"East Nassau, New York",Cessna 205A,3,1966
"Off Chatham, Massachusetts",Lockheed EC-121H,19,1966
"Off Matsuyama, Japan",NAMC-YS-11-111,50,1966
"Near Dallgow, Germany",Boeing 727-21,3,1966
"Near New Bern, North Carolina",Martin 404,3,1966
"Near Aden, Yemen",Douglas DC-3,30,1966
"Near Bratislava, Czechoslovakia",Ilyushin IL-18B,82,1966
"Near Siagon, South Vietnam",Douglas C-47D,25,1966
"Near Pedrera, Brazil",PBY-5A Catalina,9,1966
"Moscow, Russia",Tupolev TU-114B,21,1966
"Bogota, Colombia",Lockheed L-1649A Starliner,17,1966
"Binh Tahi, Da Nang, Vietnam",Canadair CL-44D4-1,4,1966
"Cascubel River, Colombia",Douglas C-47A-80-DL,29,1966
"New Shrewsbury, New Jersey",Beechcraft D18S,9,1967
"Hilo, Hawaii",Curtiss C-46F,3,1967
"Off Okisu, Japan",S2F-1 / HSS-2,10,1967
AtlantiOcean,Piper PA-23,3,1967
"Frankfurt, Germany",Douglas C-54A,2,1967
"Aleppo, Syria",Douglas DC-3,1,1967
"Near Curitiba, Brazil",Handley Page HPR-7 Herald 214,21,1967
"Albuquerque, New Mexico",Cessna 210-5A,2,1967
"Near Hourghada, UAR",Antonov AN-24,30,1967
"Near Mexico City, Mexico",Antonov AN-12,10,1967
"Zurich, Switzerland",Convair CV-440,4,1967
"Youngstown, Ohio",Cessna 182,2,1967
"Menado, Indonesia",Lockheed L-188C Electra,22,1967
"Tegucigalpa, Honduras",Douglas DC-6,4,1967
"Mactan, Philippines",Fokker F-27 Friendship 100,12,1967
"Monrovia, Liberia",McDonnell Douglas DC-8-33,51,1967
"Near Marseille, Ohio",Convair CV-380,38,1967
"Karachi, Pakistan",AT L98 Carvair,4,1967
"Urbana, Ohio",MD Douglas DC-9-15 / Beechcraft Baron-55,26,1967
"Near Phan Rang, South Vietnam",Douglas C-47J,25,1967
"Near Klamath Falls, Oregon",Fairchild F-27,4,1967
"Mt Visenti, Italy",de Havilland Canada DHC-6 Twin Otter 100,4,1967
"Off East London, South Africa",Vickers Viscount 818,25,1967
"Kodiak, Alaska",Beechcraft D18S,2,1967
"Greenwood, Mississippi",Beechcraft 95-55,2,1967
"New Orleans, Louisiana",McDonnell Douglas DC-8-51,6,1967
"Phelan, California",Piper PA-30,2,1967
"Off Lima, Peru",Lockheed 18 Lodestar,5,1967
"Lexington, Kentucky",Beech C-45H,9,1967
"Seoul, South Korea",Curtiss-Wright C-46,15,1967
"Tamanrasset, Algeria",Douglas DC-4,35,1967
"Near Mamuniyeh, Iran",Lockheed C-130B,23,1967
"Near Nicosia, Cyprus",Bristol Britannia 175,126,1967
"Off Nantucket, Massachusetts",EC-121H (Super Constellation),14,1967
"Near Sogamosa, Colombia",Douglas DC-3,17,1967
"Malaybalay, Philippines",Fokker F-27 Friendship 400,19,1967
"Off Tsushima Island , Japan",Lockheed P-3A Orion,12,1967
"Flushing, New York",de Havilland DH-104 / Piper PA-28,3,1967
"New Castle, Virginia",Cessna 205,4,1967
"El Plumerillo, Chile",Douglas C-47-DL,16,1967
"Cape Dyer, Canada",Curtiss C-46T,4,1967
"Ottawa, Ontario, Canada",Douglas DC-8-54F,3,1967
"Mt. Canigou, near Roussillon, France",Douglas C54A,88,1967
"Stockport, Cheshire, England",Canadair C-4 Argonaut,72,1967
"Near Siagon, Vietnam",Lockheed C-130B Hercules,10,1967
"Jedda, Saudi Arabia",Douglas DC-3,17,1967
"Dublin, Ireland",Bristol 170 Freighter 31E,2,1967
"Near La Paz, Mexico",Douglas DC-3A-197D,3,1967
"Near Coari, Brazil",Douglas C-47,20,1967
"Near Dien Bien Phu, Vietnam",Lockheed C-130E-I Hercules,11,1967
"An Khe, South Vietnam",Lockheed C-130B,35,1967
"Dublin, Ireland",Vickers 803 Viscount,3,1967
"Siagon, Vietnam",Lockheed L-1049H Super Constellation,7,1967
"Blossburg, Pennsylvania",BAC One Eleven 204AF,34,1967
"Near Jacksonville, North Carolina",Bell UH-1B / Sikorsky CH53A helicopters,22,1967
"Khamis Mushait, Saudi Arabia",Douglas DC-3,16,1967
"Kai Tak, Hong Kong",Sud Aviation SE-210 Caravelle III,24,1967
"Bacolod, Philippines",Fokker F-27 Friendship 100,21,1967
"Tananarive, Malagasy Republic",Douglas DC-4-1009,42,1967
"Near Hendersonville, North Carolina",Boeing B-727-22 / Cessna 310,82,1967
"Near Luang Prabang, Laos",Douglas DC-3,16,1967
"Near Luang Prabang, Laos",Douglas DC-3,18,1967
"Grand Canyon, Arizona",Piper PA-32,7,1967
"Spitzberg, Norway",Breguet 1150,11,1967
"Near Bao Loc, Vietnam",Fairchild C-123K,11,1967
"Near Gander, Newfoundland, Canada",Ilyushin IL-18,37,1967
"Farmington, New Mexico",Beech C-45H,3,1967
"Near Huong Thuy, South Vietnam",Lockheed C130B,23,1967
"Isle Culebra, Puerto Rico",Cessnea 172,2,1967
"Off Rhodes, Greece",de Havilland Comet 4B,66,1967
"Camden, Arizona",Beechcraft N35,4,1967
South Vietnam,Douglas DC-3,16,1967
"Calhoun, Georgia",Aero Commander 560,2,1967
"Fernhurst, Sussex, England",Sud Aviation Caravelle 10R,37,1967
"Hong Kong, China",Convair CV-880-22M-3,1,1967
"Cincinnati, Ohio",Boeing B-707-131,1,1967
"Near Sverdlovsk, Russia",Ilyushin IL-18B,130,1967
"Cincinnati International Airport, Covington/Hebron, Kentucky",Convair CV-880-22-1,70,1967
"Juneau, Alaska",Hiller FH1100,5,1967
"Sanger, California",Beech C-45H,3,1967
"Near Qui Nhon, South Vietnam",de Havilland Canada C-7A Caribou,26,1967
"Muong Soui, Laos",Douglas DC-3,10,1967
"Carpich Huanuco Mt., Peru",Douglas DC-C-54A,72,1967
"Near Madison, Wisconsin",Beechcraft 18H,7,1967
"Hanalei, Hawaii",Bell 47J-2A,2,1967
"Corona, New Mexico",Piper PA-32,2,1967
"Creag Bhan, England",Avro Shackleton MR-3,13,1967
"Denver, Colorado",Douglas C-47A,2,1967
"Chiang Mai, Thailand",Douglas DC-3,4,1967
"Liepaja, Latvia",Antonov AN-24,44,1967
"New Orleans, Louisiana",Beechcraft 95-55B,6,1967
"San Diego, California",Beechcraft E18S,3,1968
"Tanana, Alaska",Cessna 180H,2,1968
"Near Quang Tri, South Vietnam",Sikorsky CH-53A (helicopter),42,1968
"Near Copper Canyon, Nevada",Douglas C-54P,19,1968
"Zifta, Egypt",Douglas DC-3,4,1968
"Iwakuni, Japan",Lockheed P-3A,12,1968
"Minot AFB, North Dakota",Boeing KC-135A,13,1968
"Moroni, Comoro Islands",de Havilland DH-114 Heron 1B,15,1968
"Off Phu Quoc, Vietnam",Lockheed P-3B Orion,12,1968
"Vancouver, Canada",Boeing B-707-138B,1,1968
Northern India,Antonov AN-12BP,98,1968
"Linkuo, Taiwan",Boeing B-727-92C,21,1968
"Eureka, Utah",Cessna 210,3,1968
"Ban Napa, Laos",Douglas DC-3,37,1968
"Near Bratsk, Russia",Ilyushin IL-18D,82,1968
"Basse-Terre, Guadeloupe, West Indies",Boeing B-707-328C,63,1968
"Near Khe Sanh, South Vietnam",Fairchild C-123K,49,1968
"Off Panay Island, Philippines",Fairchild F-27,14,1968
"Near Saint Denis, Reunion",Douglas DC6B,19,1968
"Potters Cove, Rhode Island",Cessna 182,2,1968
"St. Louis, Missouri",Brantly 305,3,1968
"Off Wexford Harbor, Ireland",Vickers Viscount 803,61,1968
"St. Louis, Missouri",McDonnell Douglas DC-9 and Cessna 150F,2,1968
"Near Moscow, Russia",MiG-15 UTI,2,1968
"Off Phu Quoc, Vietnam",Lockheed P-3B Orion,12,1968
"Heathrow Airport, London, England",Boeing B-707-465,5,1968
"Near Coyhaique, Chile",Douglas DC-3,36,1968
"Dahlonega, Georgia",Cessna 182,4,1968
"Near Mexico City, Mexico",Douglas DC-3,18,1968
"Mull of Kintyre, England",Avro Shackleton MR-2,11,1968
"Near Cheo Reo, South Vietnam",Bell UH-1H / Bell UH-1H (helicopter),26,1968
"Near Windhoek, South Africa (Namibia)",Boeing B-707-344C,123,1968
"Moscow, Russia",Ilyushin IL-18V,5,1968
"Carpenteria, California",Bell 206A,5,1968
"Near Chaklala, West Pakistan",Lockheed Martin L-100-10,22,1968
"Near Dawson, Texas",Lockheed L188A Electra,85,1968
"Got el Afraq, Libya",Armstrong Whitworth Argosy C-1,11,1968
"Kham Duc, Vietnam",Lockheed C-130B Hercules,155,1968
"Pelliston, Michigan",Piper PA-23,4,1968
"Paramount, California",Sikorsky S-61L helicopter,23,1968
"Near Bombay, India",Convair CV-990-30A-5,29,1968
"Vidalia, Georgia",Cessna 411,3,1968
"Calcutta, India",Boeing B-707-321C,6,1968
"San Sebastian, Spain",Piaggio PD-808,6,1968
"Yuhnov, Russia",Antonov An-12 - Ilyshin IL-14,120,1968
"Near Bearcat, South Vietnam",Bell UH-1H / Bell UH-1H / Bell UH-1H,29,1968
"Vichy, Missouri",Douglas DC-3 (C-47-DL),1,1968
"London, England",Airspeed AS.57 Ambassador 2,6,1968
"Ft. Lauderdale, Florida",Piper PA-23,4,1968
"Near Dharan, Saudi Arabia",Convair CV-340-68B,11,1968
"Near Lagos, Nigeria",Boeing 707-329C,7,1968
"Gravata, Brazil",Curtiss C-46C,3,1968
Off Chili,Curtiss C-46D,5,1968
Near Recife Brazil,Douglas C-124C,10,1968
"Jamestown, Rhode Island",Cessna 182H,3,1968
"Near Milan, Italy",McDonnell Douglas DC-8,13,1968
"Milwaukee, Wisconsin",Convair CV-580 / Cessna 150,3,1968
"Pfaffenhofen, Germany",Vickers Viscount 739A,48,1968
